1 3.75 1
2 3.75 1
3 3.75 1
4 3.75 0.987468
5 3.75 0.942
6 3.75 0.805593
7 3.75 0.714489
8 3.75 0.624239
9 3.75 0.427948
10 3.75 0.149881
